title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
BMW 3 SERIES,10995,58245,2013,,Petrol,Saloon,2.0L,Manual,4,5,Euro 6,
BMW 1 SERIES,14495,40461,2018,2,Petrol,Hatchback,1.5L,Manual,3,5,Euro 6,
NISSAN JUKE,14807,16000,2019,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
FORD FIESTA,9195,46435,2017,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
HONDA CR-V,5500,141000,2015,3,Diesel,SUV,2.2L,Manual,5,5,Euro 5,
BMW 4 SERIES GRAN COUPE,14399,70981,2014,1,Diesel,Hatchback,3.0L,Automatic,5,5,Euro 6,
FORD FIESTA,9717,39290,2019,1,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,Full
VOLVO V40,8995,78477,2017,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 6,
VAUXHALL MOKKA,15499,18842,2021,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
FORD KUGA,7150,103895,2013,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
FORD FUSION,4199,47800,2009,3,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
AUDI A6 SALOON,6500,114000,2011,,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
CITROEN C4 CACTUS,8299,65354,2017,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
TOYOTA AURIS,5950,105000,2013,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
AUDI A4,4490,109000,2010,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 4,
MINI HATCHBACK,8114,50150,2014,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
NISSAN JUKE,14549,47228,2020,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
VAUXHALL CORSA,3495,83467,2013,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
RENAULT CAPTUR,8899,45429,2016,2,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
FORD FIESTA,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
FORD MONDEO,9995,51351,2016,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
FORD FIESTA,4995,102000,2015,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
SKODA KAROQ ESTATE,20999,34000,2019,2,Petrol,SUV,1.5L,Automatic,5,5,Euro 6,
BMW 3 SERIES GRAN TURISMO,5800,150000,2014,4,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
FORD C-MAX,7995,90000,2017,2,Diesel,MPV,1.5L,Manual,5,5,Euro 6,
HYUNDAI IX35,6995,90000,2015,,Diesel,SUV,1.7L,Manual,5,5,Euro 5,
MERCEDES-BENZ A CLASS,10900,57000,2014,4,Diesel,Hatchback,1.8L,Automatic,5,5,Euro 5,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
FORD FIESTA,11495,40497,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
TOYOTA COROLLA,14599,21650,2019,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
PEUGEOT 208,5250,56567,2014,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
MERCEDES-BENZ A CLASS,7490,129000,2013,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,
VAUXHALL MERIVA,5500,49398,2014,1,Petrol,MPV,1.4L,Manual,5,5,Euro 6,Full
VOLKSWAGEN GOLF,9375,95563,2016,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
FORD KA+,6999,58498,2017,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
NISSAN QASHQAI,10500,65000,2016,1,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
FORD FIESTA,3990,100000,2012,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN JUKE,13499,40571,2020,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
BMW 3 SERIES,11995,136225,2017,,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
FORD FIESTA,11445,29183,2019,1,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
MERCEDES-BENZ A CLASS,11750,75500,2016,2,Diesel,Hatchback,1.5L,Automatic,5,5,Euro 6,Full
DACIA SANDERO,6000,20890,2014,1,Petrol,Hatchback,0.9L,Manual,5,5,Euro 5,
VAUXHALL ADAM,7850,33918,2016,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 6,
MINI HATCH COOPER,7280,96000,2016,2,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
MINI HATCH COOPER,10495,39998,2015,,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
VAUXHALL CORSA,9299,13179,2019,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
BMW 4 SERIES,15495,71127,2016,,Diesel,Hatchback,2.0L,Automatic,5,5,Euro 6,
AUDI A5,9000,154983,2017,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
VAUXHALL ASTRA,5990,92244,2015,,Diesel,Estate,1.3L,Manual,5,5,Euro 5,Full
BMW 5 SERIES GRAN TURISMO,4950,170000,2010,4,Diesel,Hatchback,3.0L,Automatic,5,5,Euro 5,
BMW X1,12650,55650,2016,1,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
VOLKSWAGEN GOLF,5850,152229,2014,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
HYUNDAI IONIQ,15399,44434,2021,1,Petrol Hybrid,Hatchback,1.6L,Automatic,5,5,Euro 6,Full
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VAUXHALL ASTRA,12995,19609,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
TOYOTA YARIS,8499,65500,2016,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,
CHEVROLET TRAX,5900,31000,2014,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
HYUNDAI I20,10995,12592,2018,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
KIA CEED,7490,94052,2014,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
RENAULT CLIO,11999,12153,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
RENAULT MODUS,3290,65309,2011,3,Diesel,MPV,1.5L,Manual,5,5,Euro 5,
MINI HATCH COOPER,10995,33824,2018,1,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
VOLKSWAGEN POLO,8950,42526,2016,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
PEUGEOT 2008,9495,60496,2017,1,Diesel,SUV,1.6L,Manual,5,5,Euro 6,Full
NISSAN QASHQAI,15877,24000,2019,1,Petrol,SUV,1.3L,Manual,5,5,Euro 6,
HONDA CR-V,8995,70000,2013,2,Petrol,SUV,2.0L,Manual,5,5,Euro 5,
FIAT 500C,7990,20295,2015,,Petrol,Convertible,1.2L,Manual,2,4,Euro 6,
SKODA FABIA,10209,33773,2019,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
JAGUAR XF,6750,113000,2010,3,Diesel,Saloon,3.0L,Automatic,4,5,Euro 5,
TOYOTA AYGO,8199,36224,2018,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
CITROEN C3,11225,35643,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
AUDI A4,7990,108999,2014,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 5,
VAUXHALL CORSA,12999,17439,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FORD KA+,9999,19455,2018,5,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
VAUXHALL GRANDLAND X,13899,30310,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
PEUGEOT 2008,12999,23800,2018,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
LAND ROVER RANGE ROVER EVOQUE,24444,22189,2019,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
VAUXHALL INSIGNIA SPORTS TOURER,14495,40243,2017,2,Diesel,Estate,2.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN MICRA,7995,43000,2013,,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 5,Full
RENAULT CLIO,10299,36633,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
FORD KUGA ESTATE,14781,52355,2019,1,Petrol,SUV,1.5L,Manual,5,5,Euro 6,
VAUXHALL MERIVA,4400,47000,2011,,Diesel,MPV,1.7L,Automatic,5,5,Euro 5,
HONDA CR-V,5995,66347,2006,3,Petrol,SUV,2.0L,Automatic,5,5,Euro 4,Full
SUZUKI IGNIS,8298,56118,2017,,Petrol,Hatchback,1.2L,Manual,5,4,Euro 6,
MAZDA 3,10200,42449,2017,2,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
NISSAN QASHQAI,9400,75000,2014,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
VAUXHALL ADAM,7699,45673,2017,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
FORD FOCUS,7350,78907,2017,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ A-CLASS,12977,39000,2016,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
VAUXHALL GRANDLAND X,16199,46179,2021,1,Petrol,SUV,1.2L,Automatic,5,5,Euro 6,
NISSAN X-TRAIL,4995,129000,2011,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
AUDI Q3,11995,73000,2014,,Diesel,SUV,2.0L,Automatic,5,5,Euro 5,
FORD FOCUS,6500,83000,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
CITROEN C3,12771,10378,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FORD FIESTA HATCHBACK,7533,50538,2017,1,Petrol,Hatchback,1.3L,Manual,3,5,Euro 6,
HYUNDAI I10,12999,28198,2021,1,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 6,Full
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
AUDI A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
SSANGYONG KORANDO,12995,42771,2018,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 6,
DACIA DUSTER,14795,12816,2020,1,Petrol,SUV,1.3L,Manual,5,5,Euro 6,
AUDI A6 SALOON,10000,164582,2018,1,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 308,9995,59685,2016,1,Diesel,Estate,2.0L,Manual,5,5,Euro 6,
VOLKSWAGEN BEETLE,10995,49000,2013,,Petrol,Hatchback,1.2L,Automatic,3,4,Euro 6,
MERCEDES-BENZ E CLASS,9995,60758,2016,3,Diesel,Coupe,2.1L,Automatic,2,4,Euro 6,
DACIA SANDERO,9999,7083,2021,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ C CLASS,15995,87000,2017,,Diesel,Convertible,2.1L,Automatic,2,4,Euro 6,
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
CITROEN C1,7295,31961,2018,,Petrol,Hatchback,1.0L,Manual,3,4,Euro 6,
VAUXHALL ASTRA,6600,77474,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,Full
AUDI A3,12695,57199,2015,,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
BMW 3 SERIES,5990,50000,2011,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 5,
VOLVO S60,7195,62000,2012,,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
AUDI A5,6999,126502,2014,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
VOLKSWAGEN GOLF,12795,45049,2018,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
VAUXHALL MOKKA X,10899,41729,2019,2,Petrol,SUV,1.4L,Manual,5,5,Euro 6,
LAND ROVER RANGE ROVER EVOQUE,25100,26994,2019,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
ALFA ROMEO GIULIETTA,12599,17544,2019,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,Full
PEUGEOT 208,12697,10627,2019,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
HONDA CIVIC DIESEL HATCHBACK,12895,76773,2020,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
RENAULT CLIO,9450,21670,2017,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FIAT 500X,7097,58058,2016,2,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
FIAT 500X,8990,67109,2016,3,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
FORD KUGA,14495,43841,2019,1,Petrol,SUV,1.5L,Manual,5,5,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
AUDI A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
AUDI Q3,7999,153627,2015,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
AUDI A1,5990,75321,2011,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,Full
VAUXHALL CORSA,11998,32781,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
VAUXHALL GRANDLAND X,14499,42160,2021,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
VAUXHALL CORSA,8999,34540,2019,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,Full
MERCEDES-BENZ A CLASS,6999,100762,2013,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,
VAUXHALL CORSA,4750,84811,2015,3,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
SKODA OCTAVIA,6150,95548,2013,2,Diesel,Hatchback,2.0L,Automatic,5,5,Euro 5,Full
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
FIAT 500,6800,32400,2014,2,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
SSANGYONG KORANDO,4277,82400,2013,,Diesel,SUV,2.0L,Automatic,5,5,Euro 5,Full
LAND ROVER RANGE ROVER SPORT,30000,46000,2017,2,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
AUDI A4 AVANT,6250,127000,2013,3,Diesel,Estate,2.0L,Manual,5,5,Euro 5,
NISSAN QASHQAI HATCHBACK,14999,33000,2020,1,Petrol,SUV,1.3L,Manual,5,5,Euro 6,
SEAT IBIZA,8499,54111,2017,2,Petrol,Hatchback,1.2L,Manual,3,5,Euro 6,
RENAULT CLIO,11799,28865,2020,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VAUXHALL CORSA,10999,13109,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
BMW 1 SERIES,7250,90395,2015,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,
SKODA FABIA,11029,33517,2019,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
CITROEN C3,9564,44106,2019,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
VAUXHALL INSIGNIA,8695,91344,2018,1,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
FORD FIESTA,14983,6561,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
FORD FIESTA,5400,50849,2013,4,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
CITROEN C4 PICASSO DIESEL MPV,11999,9000,2017,1,Diesel,MPV,1.6L,Manual,5,5,Euro 6,
FIAT 500,6999,33211,2017,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
PEUGEOT 2008,11520,29258,2018,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
JAGUAR XE,16095,45000,2017,3,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
MERCEDES-BENZ CLS,10995,88000,2013,,Diesel,Saloon,3.0L,Automatic,4,4,Euro 5,
VAUXHALL CORSA,12299,26831,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
HYUNDAI I20,9495,12214,2016,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,12295,63276,2014,,Diesel,Saloon,2.1L,Automatic,4,5,Euro 6,
BMW 1 SERIES,6030,111681,2015,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,Full
FORD FOCUS ACTIVE,16250,19195,2020,,Petrol,Estate,1.0L,Manual,5,5,Euro 6,
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
VAUXHALL CORSA,9300,29871,2019,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,Full
RENAULT ARKANA,21495,16228,2023,1,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
NISSAN MICRA,6550,104000,2017,2,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
CITROEN C1,4300,45000,2012,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
FORD FIESTA,6995,28249,2013,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
NISSAN JUKE,6495,81761,2013,3,Petrol,SUV,1.6L,Automatic,5,5,Euro 5,
NISSAN QASHQAI,14000,50888,2017,1,Diesel,SUV,1.6L,Automatic,5,5,Euro 6,
FORD KUGA,13995,58223,2018,2,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
NISSAN MICRA,2685,75000,2008,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
VAUXHALL CORSA,6495,26000,2012,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,Full
VOLKSWAGEN SCIROCCO DIESEL COUPE,11497,65946,2014,2,Diesel,Hatchback,2.0L,Automatic,3,4,Euro 5,
BMW Z4,5000,45979,2006,2,Petrol,Convertible,2.5L,Manual,2,2,Euro 4,
RENAULT CAPTUR,6499,72376,2014,4,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
NISSAN QASHQAI,9899,31859,2014,2,Petrol,SUV,1.2L,Manual,5,5,Euro 5,
BMW 5 SERIES,5400,121433,2011,3,Diesel,Saloon,2.0L,Automatic,4,5,Euro 5,
AUDI A6,13995,39253,2014,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
FORD FOCUS,11995,36132,2017,2,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
BMW 1 SERIES,5995,38500,2012,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
FORD FIESTA,3999,102500,2013,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,Full
LAND ROVER DISCOVERY SPORT,23600,41995,2017,,Diesel,SUV,2.0L,Automatic,5,7,Euro 6,
VAUXHALL CROSSLAND X,10599,43941,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
VOLVO C70,7495,55035,2011,,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,
NISSAN QASHQAI,11999,60985,2018,1,Diesel,SUV,1.5L,Manual,5,5,Euro 6,Full
BMW X1,18499,24554,2019,1,Petrol,SUV,1.5L,Manual,5,5,Euro 6,Full
MAZDA MAZDA3 HATCHBACK,11620,41284,2016,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 6,
VOLKSWAGEN POLO,4280,78473,2008,2,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 4,
MAZDA MX-5,11399,41534,2015,1,Petrol,Convertible,1.5L,Manual,2,2,Euro 6,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
RENAULT CAPTUR,8499,47797,2016,4,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
FORD FIESTA,8795,36000,2016,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
KIA SPORTAGE,7900,69000,2012,,Diesel,SUV,1.7L,Manual,5,5,Euro 5,
LAND ROVER RANGE ROVER EVOQUE,15995,44370,2013,4,Diesel,Coupe,2.2L,Automatic,3,5,Euro 5,
VAUXHALL MERIVA,6990,34000,2015,2,Petrol,MPV,1.4L,Automatic,5,5,Euro 6,Full
BMW 3 SERIES,18695,93289,2019,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
VOLKSWAGEN GOLF HATCHBACK,8663,75598,2013,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
PEUGEOT 208,13999,21469,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
RENAULT CLIO,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
VAUXHALL CROSSLAND,13919,18920,2021,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
AUDI A3,14500,74000,2016,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
DS AUTOMOBILES DS 7 CROSSBACK,19500,12716,2018,2,Petrol,SUV,1.6L,Automatic,5,5,Euro 6,
VOLKSWAGEN GOLF,6990,40000,2013,,Petrol,Convertible,1.4L,Manual,2,4,Euro 5,
RENAULT CLIO,7995,47244,2016,2,Petrol,Hatchback,0.9L,Manual,5,5,Euro 6,
VOLKSWAGEN PASSAT PETROL/ELECTRIC SALOON,12995,90120,2018,,Petrol Plug-in Hybrid,Saloon,1.4L,Automatic,4,5,Euro 6,
VAUXHALL CORSA,10361,46625,2020,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
NISSAN QASHQAI,9000,78000,2014,,Petrol,SUV,1.2L,Manual,5,5,Euro 5,
RENAULT CLIO,11999,14829,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ SL CLASS,9000,96900,2009,6,Petrol,Convertible,3.5L,Automatic,2,2,Euro 4,
